"i","age_label","tissue","sum_density","level"
"-100","none","uterus_HYPER",0.00350483480131665,"Level3"
"-100","none","uterus_MSI",0.00212180758085119,"Level3"
"-100","none","uterus_MSS",0.000141483553376229,"Level3"
"-11","none","anus",0.000242954324586978,"Level3"
"-11","none","biliary",7.65088585092556e-05,"Level3"
"-11","none","bladder",0.000577807123054456,"Level3"
"-11","none","brain",0.000162878476774267,"Level3"
"-11","none","breast",0.000182443329826837,"Level3"
"-11","none","cervix",0.000571345847584481,"Level3"
"-11","none","colorectum",0.000209121173292612,"Level3"
"-11","none","colorectum_HYPER",0.00868974056961394,"Level3"
"-11","none","colorectum_MSI",0.00207479160531051,"Level3"
"-11","none","colorectum_MSS",0.000191799422826528,"Level3"
"-11","none","esophagus",0.00031422182151585,"Level3"
"-11","none","gallbladder",0,"Level3"
"-11","none","headneck",0.000137613641589122,"Level3"
"-11","none","intestine",0.000214464114963931,"Level3"
"-11","none","kidney",0.000135770223716556,"Level3"
"-11","none","liver",0.000118965053329259,"Level3"
"-11","none","lung",0.000365960614362829,"Level3"
"-11","none","lymphoid",4.65367841745523e-05,"Level3"
"-11","none","mesothelium",4.0854679903583e-05,"Level3"
"-11","none","myeloid",6.33949695516444e-05,"Level3"
"-11","none","ovary",0.000113412064782273,"Level3"
"-11","none","pancreas",9.04268873139665e-05,"Level3"
"-11","none","prostate",0.00011708907617151,"Level3"
"-11","none","sarcoma",7.77379555839679e-05,"Level3"
"-11","none","skin",0.000700691773669371,"Level3"
"-11","none","stomach",0.000219815297806025,"Level3"
"-11","none","thyroid",0.000246183978609014,"Level3"
"-11","none","unknown",0.000197157328247779,"Level3"
"-11","none","uterus",0.000347680805311808,"Level3"
"-11","none","uterus_HYPER",0.00493985872459115,"Level3"
"-11","none","uterus_MSI",0.0013029569836254,"Level3"
"-11","none","uterus_MSS",0.000279342786200909,"Level3"
"-12","none","anus",0.000198948621881444,"Level3"
"-12","none","biliary",9.4733117746039e-05,"Level3"
"-12","none","bladder",0.00077451376059989,"Level3"
"-12","none","brain",0.000173198896563191,"Level3"
"-12","none","breast",0.000229141397105017,"Level3"
"-12","none","cervix",0.000626393192460095,"Level3"
"-12","none","colorectum",0.000369828125786189,"Level3"
"-12","none","colorectum_HYPER",0.0102333224827371,"Level3"
"-12","none","colorectum_MSI",0.00177388015330129,"Level3"
"-12","none","colorectum_MSS",0.0001662532351163,"Level3"
"-12","none","esophagus",0.000270331459965969,"Level3"
"-12","none","gallbladder",0.000126633529308444,"Level3"
"-12","none","headneck",0.000245049188392257,"Level3"
"-12","none","intestine",0.000170944591485581,"Level3"
"-12","none","kidney",7.31187093420369e-05,"Level3"
"-12","none","liver",0.000100137606946535,"Level3"
"-12","none","lung",0.000362542758543506,"Level3"
"-12","none","lymphoid",5.35009303538858e-05,"Level3"
"-12","none","mesothelium",0.000175183992470291,"Level3"
"-12","none","myeloid",0,"Level3"
"-12","none","ovary",0.000188858720428897,"Level3"
"-12","none","pancreas",6.9564186393809e-05,"Level3"
"-12","none","prostate",0.00013573102103307,"Level3"
"-12","none","sarcoma",4.94826648265751e-05,"Level3"
"-12","none","skin",0.000847366335278635,"Level3"
"-12","none","stomach",0.000293591244545412,"Level3"
"-12","none","thyroid",3.15238635647185e-05,"Level3"
"-12","none","unknown",0.000381990817410712,"Level3"
"-12","none","uterus",0.000444934534021097,"Level3"
"-12","none","uterus_HYPER",0.004984766396775,"Level3"
"-12","none","uterus_MSI",0.00223523685628664,"Level3"
"-12","none","uterus_MSS",0.000326030824782568,"Level3"
"-13","none","anus",0.000108225108225108,"Level3"
"-13","none","biliary",5.939850007033e-05,"Level3"
"-13","none","bladder",0.000421920912284445,"Level3"
"-13","none","brain",0.000124671930263788,"Level3"
"-13","none","breast",0.000295194196698905,"Level3"
"-13","none","cervix",0.000172890733056708,"Level3"
"-13","none","colorectum",0.000355418442068561,"Level3"
"-13","none","colorectum_HYPER",0.007374282690655,"Level3"
"-13","none","colorectum_MSI",0.00238386095447427,"Level3"
"-13","none","colorectum_MSS",0.000233693419399182,"Level3"
"-13","none","esophagus",0.00011399877299211,"Level3"
"-13","none","gallbladder",9.94431185361973e-05,"Level3"
"-13","none","headneck",0.000224423054347117,"Level3"
"-13","none","intestine",0.000136702488890421,"Level3"
"-13","none","kidney",0.000123658522133858,"Level3"
"-13","none","liver",0.000162414683075569,"Level3"
"-13","none","lung",0.000272064574709064,"Level3"
"-13","none","lymphoid",3.10584048623939e-05,"Level3"
"-13","none","mesothelium",5.29072535844664e-05,"Level3"
"-13","none","myeloid",0,"Level3"
"-13","none","ovary",0.000201254982012773,"Level3"
"-13","none","pancreas",0.000123086915518829,"Level3"
"-13","none","prostate",0.000166364158974628,"Level3"
"-13","none","sarcoma",7.45762446562837e-05,"Level3"
"-13","none","skin",0.000905273069818941,"Level3"
"-13","none","stomach",0.000235726896139144,"Level3"
"-13","none","thyroid",0.000201927882982792,"Level3"
"-13","none","unknown",0.000435503596730269,"Level3"
"-13","none","uterus",0.000434366167131136,"Level3"
"-13","none","uterus_HYPER",0.00263091794151951,"Level3"
"-13","none","uterus_MSI",0.00177282772516576,"Level3"
"-13","none","uterus_MSS",0.000474293544125077,"Level3"
"-14","none","anus",0.000575867576797446,"Level3"
"-14","none","biliary",0.000109774754313754,"Level3"
"-14","none","bladder",0.000383455948129196,"Level3"
"-14","none","brain",0.000115757427823881,"Level3"
"-14","none","breast",0.000233355171944834,"Level3"
"-14","none","cervix",0.000287180581130353,"Level3"
"-14","none","colorectum",0.000338737221997632,"Level3"
"-14","none","colorectum_HYPER",0.0126560246986628,"Level3"
"-14","none","colorectum_MSI",0.00253545512477279,"Level3"
"-14","none","colorectum_MSS",0.000284459666147553,"Level3"
"-14","none","esophagus",0.000177928573438298,"Level3"
"-14","none","gallbladder",8.21827744904668e-05,"Level3"
"-14","none","headneck",0.000123258065243051,"Level3"
"-14","none","intestine",0.000132932794556232,"Level3"
"-14","none","kidney",6.01077165275911e-05,"Level3"
"-14","none","liver",0.000148186564153614,"Level3"
"-14","none","lung",0.000377054928329164,"Level3"
"-14","none","lymphoid",4.24208159331457e-05,"Level3"
"-14","none","mesothelium",4.81069899456391e-05,"Level3"
"-14","none","myeloid",0,"Level3"
"-14","none","ovary",0.000114916664957463,"Level3"
"-14","none","pancreas",0.00013608393483026,"Level3"
"-14","none","prostate",9.9003669365531e-05,"Level3"
"-14","none","sarcoma",5.65358014595855e-05,"Level3"
"-14","none","skin",0.00084460570010311,"Level3"
"-14","none","stomach",0.00015906291223501,"Level3"
"-14","none","thyroid",4.0180006428801e-05,"Level3"
"-14","none","unknown",0.000275021739460671,"Level3"
"-14","none","uterus",0.000507702960022299,"Level3"
"-14","none","uterus_HYPER",0.00657825407650165,"Level3"
"-14","none","uterus_MSI",0.00237980814946337,"Level3"
"-14","none","uterus_MSS",6.02361205990804e-05,"Level3"
"-15","none","anus",0.000216263282465373,"Level3"
"-15","none","biliary",4.33691732479789e-05,"Level3"
"-15","none","bladder",0.000453778396068612,"Level3"
"-15","none","brain",0.000166108878682093,"Level3"
"-15","none","breast",0.000173639287225485,"Level3"
"-15","none","cervix",6.93288962839712e-05,"Level3"
"-15","none","colorectum",0.00033792568112328,"Level3"
"-15","none","colorectum_HYPER",0.015586039845757,"Level3"
"-15","none","colorectum_MSI",0.00236680858033615,"Level3"
"-15","none","colorectum_MSS",0.000207487222193821,"Level3"
"-15","none","esophagus",0.000245602150687977,"Level3"
"-15","none","gallbladder",9.85027580772262e-05,"Level3"
"-15","none","headneck",0.000181710666362051,"Level3"
"-15","none","intestine",0.000414314812469342,"Level3"
"-15","none","kidney",8.9543876537066e-05,"Level3"
"-15","none","liver",0.000139658192387796,"Level3"
"-15","none","lung",0.000364380419043647,"Level3"
"-15","none","lymphoid",3.8981288837489e-05,"Level3"
"-15","none","mesothelium",0.000393493396292277,"Level3"
"-15","none","myeloid",0,"Level3"
"-15","none","ovary",9.95202426802722e-05,"Level3"
"-15","none","pancreas",5.46787698509409e-05,"Level3"
"-15","none","prostate",0.000148751112996785,"Level3"
"-15","none","sarcoma",9.6458751282356e-05,"Level3"
"-15","none","skin",0.000747590918967593,"Level3"
"-15","none","stomach",0.000221866771699023,"Level3"
"-15","none","thyroid",3.73482726423903e-05,"Level3"
"-15","none","unknown",0.000273871352554097,"Level3"
"-15","none","uterus",0.000453336873133424,"Level3"
"-15","none","uterus_HYPER",0.00305550826134783,"Level3"
"-15","none","uterus_MSI",0.00364768663479144,"Level3"
"-15","none","uterus_MSS",0.000229888652947472,"Level3"
"-16","none","anus",9.65903602820439e-05,"Level3"
"-16","none","biliary",0.000217308578181017,"Level3"
"-16","none","bladder",0.000358297658987049,"Level3"
"-16","none","brain",0.000141405521579652,"Level3"
"-16","none","breast",0.000188099076044388,"Level3"
"-16","none","cervix",0.00058635241630847,"Level3"
"-16","none","colorectum",0.000398751371228598,"Level3"
"-16","none","colorectum_HYPER",0.0140327595281939,"Level3"
"-16","none","colorectum_MSI",0.00239747983282767,"Level3"
"-16","none","colorectum_MSS",0.000288760583310246,"Level3"
"-16","none","esophagus",0.000187308121751611,"Level3"
"-16","none","gallbladder",9.66744006187162e-05,"Level3"
"-16","none","headneck",0.000210685413796033,"Level3"
"-16","none","intestine",0.000681401243892052,"Level3"
"-16","none","kidney",0.00011505432048909,"Level3"
"-16","none","liver",0.000137240102179174,"Level3"
"-16","none","lung",0.000265712220010847,"Level3"
"-16","none","lymphoid",2.43912184487186e-05,"Level3"
"-16","none","mesothelium",0.000135942798350211,"Level3"
"-16","none","myeloid",2.83623574791537e-05,"Level3"
"-16","none","ovary",0.000225032060652236,"Level3"
"-16","none","pancreas",0.000115655920402991,"Level3"
"-16","none","prostate",0.000114112454966858,"Level3"
"-16","none","sarcoma",0.000113804722650257,"Level3"
"-16","none","skin",0.000818117787720658,"Level3"
"-16","none","stomach",0.000100318723470154,"Level3"
"-16","none","thyroid",0.000114810907508333,"Level3"
"-16","none","unknown",0.000247910804828669,"Level3"
"-16","none","uterus",0.000432279748214227,"Level3"
"-16","none","uterus_HYPER",0.00526250985081876,"Level3"
"-16","none","uterus_MSI",0.00105766947373772,"Level3"
"-16","none","uterus_MSS",9.11536221667534e-05,"Level3"
"-17","none","anus",0.000816558321523829,"Level3"
"-17","none","biliary",0.000156661914525925,"Level3"
"-17","none","bladder",0.000437131272212058,"Level3"
"-17","none","brain",0.000114476376640558,"Level3"
"-17","none","breast",0.000202777959644005,"Level3"
"-17","none","cervix",0.000381895253012353,"Level3"
"-17","none","colorectum",0.00029653755037746,"Level3"
"-17","none","colorectum_HYPER",0.0130052214940594,"Level3"
"-17","none","colorectum_MSI",0.00385750624320669,"Level3"
"-17","none","colorectum_MSS",0.000235169586047369,"Level3"
"-17","none","esophagus",0.000321839049620028,"Level3"
"-17","none","gallbladder",0,"Level3"
"-17","none","headneck",0.000217060234885287,"Level3"
"-17","none","intestine",0.000653184231334339,"Level3"
"-17","none","kidney",8.66659768683349e-05,"Level3"
"-17","none","liver",0.000144899509504546,"Level3"
"-17","none","lung",0.000270401024929918,"Level3"
"-17","none","lymphoid",6.58400474018399e-05,"Level3"
"-17","none","mesothelium",0.000209596315616335,"Level3"
"-17","none","myeloid",0,"Level3"
"-17","none","ovary",0.000140166576906669,"Level3"
"-17","none","pancreas",9.74376932845375e-05,"Level3"
"-17","none","prostate",0.000202180009465267,"Level3"
"-17","none","sarcoma",3.32038482247837e-05,"Level3"
"-17","none","skin",0.00087711422509969,"Level3"
"-17","none","stomach",0.000227915729832556,"Level3"
"-17","none","thyroid",0.000149854233638395,"Level3"
"-17","none","unknown",0.000342742874483958,"Level3"
"-17","none","uterus",0.0007678048800696,"Level3"
"-17","none","uterus_HYPER",0.0047866127818422,"Level3"
"-17","none","uterus_MSI",0.00268485675319988,"Level3"
"-17","none","uterus_MSS",0.000285605873138285,"Level3"
"-18","none","anus",0.00010535187526338,"Level3"
"-18","none","biliary",0.000166858913007379,"Level3"
"-18","none","bladder",0.000433907111787105,"Level3"
"-18","none","brain",0.00013704435403446,"Level3"
"-18","none","breast",0.000289338266529804,"Level3"
"-18","none","cervix",0.000243664717348928,"Level3"
"-18","none","colorectum",0.000139895665391181,"Level3"
"-18","none","colorectum_HYPER",0.0183008978124596,"Level3"
"-18","none","colorectum_MSI",0.00406122524959254,"Level3"
"-18","none","colorectum_MSS",0.00031237454029333,"Level3"
"-18","none","esophagus",0.000264167048083719,"Level3"
"-18","none","gallbladder",9.99200639488409e-05,"Level3"
"-18","none","headneck",0.00019862890102082,"Level3"
"-18","none","intestine",0.000193468191874451,"Level3"
"-18","none","kidney",4.97695632956727e-05,"Level3"
"-18","none","liver",8.39770135924606e-05,"Level3"
"-18","none","lung",0.000472495358508497,"Level3"
"-18","none","lymphoid",4.67122367708688e-05,"Level3"
"-18","none","mesothelium",0.000108194704031762,"Level3"
"-18","none","myeloid",0,"Level3"
"-18","none","ovary",0.000102885675513829,"Level3"
"-18","none","pancreas",8.011229177425e-05,"Level3"
"-18","none","prostate",0.000117262126147737,"Level3"
"-18","none","sarcoma",0.000113104196685327,"Level3"
"-18","none","skin",0.000967688604742093,"Level3"
"-18","none","stomach",0.000290863053070505,"Level3"
"-18","none","thyroid",0.000109243697478992,"Level3"
"-18","none","unknown",0.000605843570404646,"Level3"
"-18","none","uterus",0.000852008915549468,"Level3"
"-18","none","uterus_HYPER",0.00367586805019543,"Level3"
"-18","none","uterus_MSI",0.0033286744393347,"Level3"
"-18","none","uterus_MSS",0.000309367532565586,"Level3"
"-19","none","anus",0.000599120959072697,"Level3"
"-19","none","biliary",0.000240434506431282,"Level3"
"-19","none","bladder",0.000452121584529146,"Level3"
"-19","none","brain",0.000142996079965309,"Level3"
"-19","none","breast",0.000144941020023361,"Level3"
"-19","none","cervix",0.000610614519330701,"Level3"
"-19","none","colorectum",0.000579400181658084,"Level3"
"-19","none","colorectum_HYPER",0.0159251167970132,"Level3"
"-19","none","colorectum_MSI",0.002676861478058,"Level3"
"-19","none","colorectum_MSS",0.000304105484888651,"Level3"
"-19","none","esophagus",0.000199875244222471,"Level3"
"-19","none","gallbladder",0.000102375102375102,"Level3"
"-19","none","headneck",0.000197021358796307,"Level3"
"-19","none","intestine",0.000314171295190053,"Level3"
"-19","none","kidney",0.00010597861200835,"Level3"
"-19","none","liver",0.000228153129993964,"Level3"
"-19","none","lung",0.000363795806061334,"Level3"
"-19","none","lymphoid",3.64601112543744e-05,"Level3"
"-19","none","mesothelium",6.60982219578293e-05,"Level3"
"-19","none","myeloid",0,"Level3"
"-19","none","ovary",0.000138980514117621,"Level3"
"-19","none","pancreas",8.00409221437639e-05,"Level3"
"-19","none","prostate",8.51739804068813e-05,"Level3"
"-19","none","sarcoma",0.000120357145383217,"Level3"
"-19","none","skin",0.000932946802477929,"Level3"
"-19","none","stomach",0.000467249472516156,"Level3"
"-19","none","thyroid",0,"Level3"
"-19","none","unknown",0.000249750581588227,"Level3"
"-19","none","uterus",0.000531186253738475,"Level3"
"-19","none","uterus_HYPER",0.00762560181663655,"Level3"
"-19","none","uterus_MSI",0.0018523302120186,"Level3"
"-19","none","uterus_MSS",0.000192854919745676,"Level3"
"-2","none","anus",0.000349865932521759,"Level3"
"-2","none","biliary",0.000102761188022877,"Level3"
"-2","none","bladder",0.000619096293810357,"Level3"
"-2","none","brain",8.53146624862133e-05,"Level3"
"-2","none","breast",0.000305476097809574,"Level3"
"-2","none","cervix",0.000498280863865907,"Level3"
"-2","none","colorectum",0.000213785832492342,"Level3"
"-2","none","colorectum_HYPER",0.008240956039826,"Level3"
"-2","none","colorectum_MSI",0.00251785565312723,"Level3"
"-2","none","colorectum_MSS",0.000193432724922292,"Level3"
"-2","none","esophagus",0.000228245709000185,"Level3"
"-2","none","gallbladder",0.000213248821748723,"Level3"
"-2","none","headneck",0.000150128676671939,"Level3"
"-2","none","intestine",0.000255984525073999,"Level3"
"-2","none","kidney",9.54289021997013e-05,"Level3"
"-2","none","liver",0.00018496131717486,"Level3"
"-2","none","lung",0.000369350750975066,"Level3"
"-2","none","lymphoid",6.94362113375807e-05,"Level3"
"-2","none","mesothelium",5.34873769790329e-05,"Level3"
"-2","none","myeloid",0,"Level3"
"-2","none","ovary",0.000143142120062132,"Level3"
"-2","none","pancreas",0.00010235965875396,"Level3"
"-2","none","prostate",0.000105641687182421,"Level3"
"-2","none","sarcoma",7.5561088745576e-05,"Level3"
"-2","none","skin",0.00063065842291505,"Level3"
"-2","none","stomach",0.000207053127989135,"Level3"
"-2","none","thyroid",0.000191296030607365,"Level3"
"-2","none","unknown",0.00018508715947596,"Level3"
"-2","none","uterus",0.000247817558399963,"Level3"
"-2","none","uterus_HYPER",0.00669947070218178,"Level3"
"-2","none","uterus_MSI",0.00126700145933939,"Level3"
"-2","none","uterus_MSS",0.000100612670676767,"Level3"
"-20","none","anus",0.000115861429730043,"Level3"
"-20","none","biliary",4.79803723134426e-05,"Level3"
"-20","none","bladder",0.000361310113895944,"Level3"
"-20","none","brain",0.000197645318997425,"Level3"
"-20","none","breast",0.00022025262240159,"Level3"
"-20","none","cervix",0.000313086406013458,"Level3"
"-20","none","colorectum",0.000600787021217589,"Level3"
"-20","none","colorectum_HYPER",0.0174419470055316,"Level3"
"-20","none","colorectum_MSI",0.00404584649553623,"Level3"
"-20","none","colorectum_MSS",0.000273818669636187,"Level3"
"-20","none","esophagus",0.000292383169889291,"Level3"
"-20","none","gallbladder",0,"Level3"
"-20","none","headneck",0.000125761947808945,"Level3"
"-20","none","intestine",0,"Level3"
"-20","none","kidney",7.53713795094153e-05,"Level3"
"-20","none","liver",0.000159951761308356,"Level3"
"-20","none","lung",0.000336789400232489,"Level3"
"-20","none","lymphoid",9.81395113862739e-05,"Level3"
"-20","none","mesothelium",0.000146929180135175,"Level3"
"-20","none","myeloid",2.76916260522818e-05,"Level3"
"-20","none","ovary",0.00017702312470195,"Level3"
"-20","none","pancreas",7.60545264345939e-05,"Level3"
"-20","none","prostate",9.58308416191173e-05,"Level3"
"-20","none","sarcoma",0.000149929525319273,"Level3"
"-20","none","skin",0.000985484681701602,"Level3"
"-20","none","stomach",0.000423889337027956,"Level3"
"-20","none","thyroid",4.77076475359e-05,"Level3"
"-20","none","unknown",0.000286861353858679,"Level3"
"-20","none","uterus",0.000540068022212681,"Level3"
"-20","none","uterus_HYPER",0.0070292434150514,"Level3"
"-20","none","uterus_MSI",0.00238091638421506,"Level3"
"-20","none","uterus_MSS",0.000500132949196254,"Level3"
"-21","none","anus",8.11227387036586e-05,"Level3"
"-21","none","biliary",0.00017050398707419,"Level3"
"-21","none","bladder",0.000342876865727362,"Level3"
"-21","none","brain",0.000186611846466707,"Level3"
"-21","none","breast",0.000251557860601091,"Level3"
"-21","none","cervix",7.54830917874396e-05,"Level3"
"-21","none","colorectum",0.000478442470009544,"Level3"
"-21","none","colorectum_HYPER",0.00970782092771631,"Level3"
"-21","none","colorectum_MSI",0.00303758059637922,"Level3"
"-21","none","colorectum_MSS",0.000253231855695196,"Level3"
"-21","none","esophagus",0.000203825087607252,"Level3"
"-21","none","gallbladder",0,"Level3"
"-21","none","headneck",0.000250242194305482,"Level3"
"-21","none","intestine",0.00028510753429203,"Level3"
"-21","none","kidney",0.000111689654535504,"Level3"
"-21","none","liver",9.86268704778591e-05,"Level3"
"-21","none","lung",0.000324251241911554,"Level3"
"-21","none","lymphoid",5.62006245198102e-05,"Level3"
"-21","none","mesothelium",0.000264881813132078,"Level3"
"-21","none","myeloid",0,"Level3"
"-21","none","ovary",0.000181762464405782,"Level3"
"-21","none","pancreas",9.97867344130282e-05,"Level3"
"-21","none","prostate",0.000147363431128023,"Level3"
"-21","none","sarcoma",0.0001200057845906,"Level3"
"-21","none","skin",0.001156548820626,"Level3"
"-21","none","stomach",0.000460403474543583,"Level3"
"-21","none","thyroid",0,"Level3"
"-21","none","unknown",0.00047733603565725,"Level3"
"-21","none","uterus",0.000398461045663384,"Level3"
"-21","none","uterus_HYPER",0.000425894378194208,"Level3"
"-21","none","uterus_MSI",0.00339773698802269,"Level3"
"-21","none","uterus_MSS",0.000107886761600674,"Level3"
"-22","none","anus",0.000175329516828425,"Level3"
"-22","none","biliary",0.00021753849374613,"Level3"
"-22","none","bladder",0.000568985271628267,"Level3"
"-22","none","brain",0.000164652542255094,"Level3"
"-22","none","breast",0.000269065678698822,"Level3"
"-22","none","cervix",0.000297048806501597,"Level3"
"-22","none","colorectum",0.000192549072453386,"Level3"
"-22","none","colorectum_HYPER",0.0133624058766044,"Level3"
"-22","none","colorectum_MSI",0.00300946383076853,"Level3"
"-22","none","colorectum_MSS",0.000401801760646507,"Level3"
"-22","none","esophagus",0.000103859770330354,"Level3"
"-22","none","gallbladder",9.92063492063492e-05,"Level3"
"-22","none","headneck",0.000251054630307482,"Level3"
"-22","none","intestine",0.000295771529950481,"Level3"
"-22","none","kidney",0.000101898110949897,"Level3"
"-22","none","liver",0.000153634821088954,"Level3"
"-22","none","lung",0.000372916657409318,"Level3"
"-22","none","lymphoid",5.30725891877134e-05,"Level3"
"-22","none","mesothelium",0.000255359090093448,"Level3"
"-22","none","myeloid",0,"Level3"
"-22","none","ovary",0.000133967132509839,"Level3"
"-22","none","pancreas",0.000136600155461984,"Level3"
"-22","none","prostate",0.00021443296322787,"Level3"
"-22","none","sarcoma",0.000192599196169498,"Level3"
"-22","none","skin",0.000976727931385131,"Level3"
"-22","none","stomach",0.000255381154412977,"Level3"
"-22","none","thyroid",7.07871224370507e-05,"Level3"
"-22","none","unknown",0.000520389995975971,"Level3"
"-22","none","uterus",0.00054540269240989,"Level3"
"-22","none","uterus_HYPER",0.0026063656789232,"Level3"
"-22","none","uterus_MSI",0.00271169585598368,"Level3"
"-22","none","uterus_MSS",2.75573192239859e-05,"Level3"
"-23","none","anus",7.8064012490242e-05,"Level3"
"-23","none","biliary",0.000313911066564292,"Level3"
"-23","none","bladder",0.00052260241974162,"Level3"
"-23","none","brain",0.000267210596997364,"Level3"
"-23","none","breast",0.000213341416382927,"Level3"
"-23","none","cervix",0.000422957801006581,"Level3"
"-23","none","colorectum",0.000281896459191196,"Level3"
"-23","none","colorectum_HYPER",0.00963417453024196,"Level3"
"-23","none","colorectum_MSI",0.0028441283087898,"Level3"
"-23","none","colorectum_MSS",0.000283539333174133,"Level3"
"-23","none","esophagus",0.000250358112727673,"Level3"
"-23","none","gallbladder",9.78090766823161e-05,"Level3"
"-23","none","headneck",0.000314768375693891,"Level3"
"-23","none","intestine",0.000239690691266113,"Level3"
"-23","none","kidney",9.13994335221711e-05,"Level3"
"-23","none","liver",0.000212914680274473,"Level3"
"-23","none","lung",0.000370415484072441,"Level3"
"-23","none","lymphoid",5.30741037211816e-05,"Level3"
"-23","none","mesothelium",0.000242569638811142,"Level3"
"-23","none","myeloid",0,"Level3"
"-23","none","ovary",0.000150207708186966,"Level3"
